,random,X,CAD.CDW.ID,CAD.Event.Number,General.Offense.Number,Event.Clearance.Code,Event.Clearance.Description,Event.Clearance.SubGroup,Event.Clearance.Group,Event.Clearance.Date,Hundred.Block.Location,District.Sector,Zone.Beat,Census.Tract,Longitude,Latitude,Incident.Location,Initial.Type.Description,Initial.Type.Subgroup,Initial.Type.Group,At.Scene.Time
4978,0.034957081,962817,1602910,15000387716,2015387716,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,11/5/2015 17:22,SW TRENTON ST / 28 AV SW,F,F2,11401.2005,-122.3686538,47.52467311,"(47.524673108, -122.368653784)","WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,
22669,0.550402375,709256,1797551,16000272408,2016272408,71,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,7/29/2016 22:29,83XX BLOCK OF 24 AV NW,J,J2,3100.1005,-122.3876,47.68979,"(47.68979, -122.3876)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,7/29/2016 21:05
32955,0.466912466,1209821,2169274,18000000507,2018507,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,1/1/2018 14:10,30XX BLOCK OF S HOLLY PL,S,S1,11002.203,-122.29253,47.541916,"(47.541916, -122.29253)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,
12799,0.627139729,876578,1517648,15000282754,2015282754,,,,,,N 130 ST / AURORA AV N,N,N2,600.102,-122.3449777,47.72321099,"(47.72321099, -122.344977719)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,8/14/2015 17:18
41613,0.845053476,251141,546698,11000120339,2011120339,361,FOUND PERSON,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",4/15/2011 15:34,NE 137 ST / 30 AV NE,L,L1,100.2006,-122.2964279,47.72790783,"(47.727907827, -122.29642785)",,,,
10643,0.545826018,129837,171319,11000049617,2011049617,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2/11/2011 6:07,XX BLOCK OF S INDUSTRIAL WAY,O,O2,9300.3124,-122.3248598,47.56555498,"(47.56555498, -122.32485978)",,,,
742,0.577780478,1172448,1939709,17000059311,201759311,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,2/17/2017 21:44,26XX BLOCK OF SW BARTON ST,F,F2,11402.1028,-122.36731,47.521027,"(47.521027, -122.36731)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,2/17/2017 20:30
8026,0.70303669,1002326,902669,12000313616,2012313616,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,9/16/2012 7:59,48 AV S / S HENDERSON ST,S,S2,11800.4,-122.2728369,47.52330907,"(47.523309074, -122.272836943)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,9/16/2012 6:55
41218,0.566042729,531270,1692832,16000088531,201688531,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/13/2016 10:34,14XX BLOCK OF ALASKAN WY,M,M1,8100.1015,-122.342354,47.607666,"(47.607666, -122.342354)","LEWD - (EXPOSING, FLASHING, URINATING IN PUB)",LEWD CONDUCT,SUSPICIOUS CIRCUMSTANCES,
15035,0.803805523,276594,592087,11000164769,2011164769,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/24/2011 3:44,NW 132 ST / 9 AV NW,B,B1,500.1006,-122.3678715,47.72496721,"(47.724967211, -122.367871467)",,,,
35894,0.779083788,767767,1500319,15000261206,2015261206,261,"ANIMAL NOISE, STRAYS, BITES",ANIMAL COMPLAINTS,ANIMAL COMPLAINTS,7/29/2015 23:47,52XX BLOCK OF 35 AV S,R,R3,10300.4012,-122.2894185,47.55482146,"(47.554821464, -122.289418451)",ANIMAL - IP/JO - BITE,ANIMAL COMPLAINTS,ANIMAL COMPLAINTS,7/29/2015 20:06
36289,0.804248373,818089,1771713,16000228836,2016228836,101,"FORGERY, BAD CHECKS",FRAUD CALLS,FRAUD CALLS,6/27/2016 17:56,32XX BLOCK OF M L KING JR WY S,R,R2,10001.1015,-122.29687,47.5743,"(47.5743, -122.29687)","FRAUD - FORGERY,BUNCO, SCAMS, ID THEFT, ETC",FRAUD CALLS,FRAUD CALLS,6/27/2016 17:10
16757,0.859154366,104083,122655,10000402554,2010402554,342,HARBOR - WATER EMERGENCIES,HARBOR CALLS,HARBOR CALLS,11/18/2010 16:47,39XX BLOCK OF S CHARLESTOWN ST,W,W1,9600.5001,-122.2836756,47.56976628,"(47.569766284, -122.283675583)",,,,
15889,0.337204191,87429,105160,10000377254,2010377254,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10/28/2010 23:32,7XX BLOCK OF S JACKSON ST,K,K2,9200.1,-122.3230974,47.59918737,"(47.599187367, -122.323097373)",,,,
48380,0.662480759,252456,548044,11000127973,2011127973,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,4/22/2011 12:37,19XX BLOCK OF 15TH AVE S,O,O1,9400.4001,-122.3133666,47.58594717,"(47.585947171, -122.313366611)",,,,
45129,0.847066275,1008811,925031,12000343977,2012343977,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,10/8/2012 8:35,39XX BLOCK OF PASADENA PL NE,U,U2,5200.201,-122.321894,47.65505462,"(47.655054615, -122.321893969)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,10/8/2012 4:15
3706,0.264552068,1431173,2184208,18000027357,201827357,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,1/23/2018 6:18,44XX BLOCK OF SW 101 ST,W,W3,12000.3017,-122.38977,47.512962,"(47.512962, -122.38977)",BURG - IP/JO - RES (INCL UNOCC STRUCTURES),BURGLARY,RESIDENTIAL BURGLARIES,
32535,0.04660103,1125261,2009259,17000189919,2017189919,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/29/2017 0:05,140XX BLOCK OF 12 AV NE,L,L1,200.3,-122.315414,47.731693,"(47.731693, -122.315414)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,5/28/2017 21:34
28465,0.047093756,1039778,1926495,17000036544,201736544,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,1/30/2017 14:27,1XX BLOCK OF BELMONT AV E,E,E1,7402.1007,-122.324005,47.619076,"(47.619076, -122.324005)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,1/30/2017 14:25
24248,0.459863591,1073091,1853380,16000369275,2016369275,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,10/11/2016 21:48,6XX BLOCK OF PINE ST,M,M2,8200.1002,-122.33531,47.612892,"(47.612892, -122.33531)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
16558,0.818237167,462083,826341,12000187979,2012187979,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,6/16/2012 1:22,3XX BLOCK OF 2ND AV ET S,K,K2,9200.2021,-122.3308075,47.60046424,"(47.60046424, -122.3308075)",,,,
24515,0.979481421,377840,736236,12000051446,201251446,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,2/20/2012 2:56,22XX BLOCK OF 1ST AVE,M,M1,8002.2001,-122.3552934,47.61853483,"(47.618534826, -122.355293423)",,,,
31678,0.38067318,196627,447345,11000310637,2011310637,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,9/20/2011 16:39,E DENNY WY / HARVARD AV,E,E1,7400.3004,-122.3221877,47.61873087,"(47.618730872, -122.322187739)",,,,
49629,0.989349833,1358598,1082120,15000144279,2015144279,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/3/2015 8:30,31 AV S / E YESLER WY,G,G2,8800.3019,-122.2925174,47.60164599,"(47.601645991, -122.292517415)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
46479,0.174348241,1042999,1904863,16000462950,2016462950,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,12/26/2016 21:37,23XX BLOCK OF CALIFORNIA AV SW,W,W1,9600.2014,-122.38651,47.582096,"(47.582096, -122.38651)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,12/26/2016 21:19
18876,0.725395266,213145,464630,11000336171,2011336171,161,TRESPASS ,TRESPASS,TRESPASS,10/13/2011 21:34,45XX BLOCK OF UNIVERSITY WAY NE,U,U3,5301.2009,-122.3131157,47.66218058,"(47.662180577, -122.313115706)",,,,
29260,0.134665922,1318703,1036376,15000079322,201579322,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/10/2015 16:03,N 92 ST / I5 NB,L,L2,1900.1009,-122.3290056,47.69591662,"(47.695916619, -122.329005631)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
24584,0.206887414,738329,1868657,16000396481,2016396481,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,11/2/2016 9:21,4XX BLOCK OF SMITH ST,Q,Q2,6000.2038,-122.34845,47.641693,"(47.641693, -122.34845)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,
8794,0.971601105,718674,1935013,17000052042,201752042,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2/12/2017 0:29,6 AV / SENECA ST,M,M3,8200.1031,-122.332,47.608444,"(47.608444, -122.332)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
32295,0.725517771,193829,444429,11000306343,2011306343,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",9/16/2011 16:31,36XX BLOCK OF MARTIN LUTHER KING JR WAY S,R,R2,10000.2,-122.2970063,47.56767366,"(47.567673661, -122.297006268)",,,,
17375,0.349959724,991254,886448,12000288445,2012288445,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,8/28/2012 16:49,8XX BLOCK OF STEWART ST,D,D2,7300.3024,-122.3348659,47.6152845,"(47.6152845, -122.334865851)",,,,8/28/2012 15:58
38430,0.274331066,1188297,2178624,18000014300,201814300,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",1/12/2018 13:27,24XX BLOCK OF NW 58 ST,B,B1,3200.2011,-122.38886,47.670918,"(47.670918, -122.38886)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,1/12/2018 13:22
25679,0.007416077,26268,42523,10000285294,2010285294,160,PROWLER,PROWLER,PROWLER,8/16/2010 1:00,45XX BLOCK OF 19TH AVE NE,U,U3,5301.1009,-122.3072316,47.66215428,"(47.662154281, -122.307231572)",,,,
27337,0.086486938,707625,1911864,17000007049,20177049,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,1/6/2017 19:22,1 AV S / S LUCILE ST,O,O2,10900.2035,-122.33422,47.553425,"(47.553425, -122.33422)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,1/6/2017 16:48
36806,0.378338146,300864,642821,15000042333,201542333,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2/6/2015 16:40,2 AV / PIKE ST,M,M3,8100.3003,-122.3389068,47.60928404,"(47.60928404, -122.338906796)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,2/6/2015 12:35
8935,0.580280212,929263,1570001,15000346149,2015346149,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,10/3/2015 19:47,16XX BLOCK OF MELROSE AV,E,E1,8400.3,-122.3278873,47.61617374,"(47.616173736, -122.327887314)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
35524,0.111340992,1393584,1121663,15000201120,2015201120,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,6/15/2015 18:27,2XX BLOCK OF WESTLAKE AV N,D,D2,7200.1044,-122.3384704,47.62028978,"(47.62028978, -122.338470388)","FRAUD - FORGERY,BUNCO, SCAMS, ID THEFT, ETC",FRAUD CALLS,FRAUD CALLS,6/15/2015 16:42
40336,0.849109345,189567,439960,11000299987,2011299987,465,PEDESTRIAN VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,9/10/2011 23:12,2 AV / PIKE ST,K,K1,8100.201,-122.3389068,47.60928404,"(47.60928404, -122.338906798)",,,,
10400,0.036405829,875484,1491003,15000250151,2015250151,64,SHOPLIFT,THEFT,SHOPLIFTING,7/21/2015 14:11,14XX BLOCK OF S LANE ST,G,G3,9000.2033,-122.3134365,47.59665466,"(47.596654661, -122.313436505)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,
36921,0.738807137,521337,893181,12000298874,2012298874,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,9/5/2012 17:10,3 AV / VIRGINIA ST,M,M2,8002.1001,-122.3408946,47.61239733,"(47.612397328, -122.340894617)",,,,
16553,0.393225709,91139,108960,10000382581,2010382581,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,11/2/2010 9:17,4XX BLOCK OF S LANDER ST,O,O2,9300.3032,-122.32836,47.57980943,"(47.579809431, -122.328360037)",,,,
8223,0.953999208,596013,1722221,16000142452,2016142452,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,4/25/2016 7:02,21 AV W / W EMERSON PL,Q,Q1,5801.4057,-122.38339,47.655632,"(47.655632, -122.38339)","MOTOR VEHICLE COLLISION, UNKNOWN INJURIES",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,4/25/2016 5:50
49105,0.182767892,724697,1727921,16000152053,2016152053,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/2/2016 19:57,1XX BLOCK OF 23 AV S,G,G2,9000.1,-122.30224,47.601,"(47.601, -122.30224)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,5/2/2016 16:15
20908,0.793853251,1179149,1898515,16000450880,2016450880,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,12/16/2016 8:46,15XX BLOCK OF NE 96 ST,L,L2,2000.2007,-122.31131,47.698517,"(47.698517, -122.31131)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1103,0.058949186,585375,990767,12000421918,2012421918,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,12/10/2012 19:14,14XX BLOCK OF NW 61ST ST,B,B2,3300.3012,-122.3748949,47.67308769,"(47.673087689, -122.37489485)",,,,
19266,0.009979908,408172,768525,12000100957,2012100957,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,4/3/2012 18:12,11 AV / E JEFFERSON ST,E,E3,8600.2003,-122.3181114,47.60620383,"(47.606203832, -122.318111365)",,,,
20714,0.063435988,66698,83896,10000345425,2010345425,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,10/3/2010 2:09,110XX BLOCK OF 8TH AVE NE,L,L2,1200.3002,-122.3206032,47.71039668,"(47.710396678, -122.320603178)",,,,
49088,0.759277576,801598,1617537,15000410827,2015410827,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,11/24/2015 18:47,56XX BLOCK OF 22 AV NW,B,B1,4700.4007,-122.38474,47.66982,"(47.66982, -122.38474)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",
47611,0.167312421,1235869,2171663,18000004884,20184884,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,1/4/2018 22:04,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,"(47.600464, -122.33081)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
7038,0.650040816,1011504,934405,12000356088,2012356088,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,10/17/2012 16:36,7XX BLOCK OF NE 45TH ST,U,U2,5200.5004,-122.3202504,47.66131588,"(47.661315879, -122.320250368)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/17/2012 15:31
22123,0.670073427,1259746,1929944,17000041212,201741212,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2/3/2017 0:50,HARVARD AV / E DENNY WY,E,E2,7402.2001,-122.32219,47.618732,"(47.618732, -122.32219)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
35805,0.591493562,1396953,1125436,15000206593,2015206593,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,6/19/2015 14:46,20XX BLOCK OF 3 AV,M,M2,7200.1067,-122.3415426,47.61278241,"(47.612782412, -122.3415426)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
18365,0.344481264,682191,1744399,16000177526,2016177526,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,5/21/2016 3:10,3XX BLOCK OF N 85 ST,J,J1,1701.1003,-122.354614,47.690594,"(47.690594, -122.354614)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,5/21/2016 2:58
10303,0.103435703,455861,1821796,16000313419,2016313419,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,8/29/2016 18:33,QUEEN ANNE AV N / MERCER ST,Q,Q3,7000.3022,-122.35671,47.62458,"(47.62458, -122.35671)",LIQUOR VIOLATIONS - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
3107,0.751877436,1039063,2176714,18000017671,201817671,143,SEX OFFENDER - FAILURE TO REGISTER,SEX OFFENSE (NO RAPE),FAILURE TO REGISTER (SEX OFFENDER),1/15/2018 8:24,92XX BLOCK OF 52 AV S,S,S3,11800.4011,-122.2674,47.51834,"(47.51834, -122.2674)",SEX OFFENDER - FAILURE TO REGISTER,FAILURE TO REGISTER (SEX OFFENDER),SEX OFFENSE (NO RAPE),1/15/2018 8:15
44720,0.634281645,1165014,1831772,16000331934,2016331934,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,9/13/2016 10:31,MINOR AV N / MERCER ST,D,D3,7300.1016,-122.33301,47.624268,"(47.624268, -122.33301)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,9/13/2016 9:02
21168,0.04835885,595888,1729918,16000155870,2016155870,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,5/5/2016 10:25,21XX BLOCK OF 5 AV,D,D2,7200.1057,-122.341125,47.61488,"(47.61488, -122.341125)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
6218,0.021801972,1407991,1136865,15000223322,2015223322,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,7/1/2015 18:53,23XX BLOCK OF SW WEBSTER ST,F,F1,10701.2011,-122.3621501,47.53551506,"(47.535515062, -122.362150134)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,7/1/2015 18:10
20147,0.559042127,1398338,2097436,17000350000,2017350000,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,9/20/2017 3:02,ALKI AV SW / BONAIR DR SW,W,W1,9600.5013,-122.39956,47.58481,"(47.58481, -122.39956)",DUI - DRIVING UNDER INFLUENCE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
8140,0.426592916,1173122,1875327,16000408204,2016408204,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,11/11/2016 10:24,11XX BLOCK OF N 84 ST,J,J3,2700.4003,-122.34317,47.689827,"(47.689827, -122.34317)","HARAS - NO BIAS, THREATS OR MALICIOUSNESS","THREATS, HARASSMENT","THREATS, HARASSMENT",
28755,0.760884258,884783,1504853,15000266147,2015266147,465,PEDESTRIAN VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,8/2/2015 12:56,1XX BLOCK OF PIKE ST,M,M1,8100.3003,-122.3394586,47.60905306,"(47.609053057, -122.33945856)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,8/2/2015 12:52
18546,0.736219484,1097376,2054268,17000272066,2017272066,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,7/25/2017 16:09,BATTERY ST TN / NB,D,D1,8001.2004,-122.347565,47.61421,"(47.61421, -122.347565)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,
31919,0.430218478,966172,1605875,15000391356,2015391356,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,11/8/2015 22:52,13XX BLOCK OF E UNION ST,E,E2,7500.4012,-122.3148242,47.61291272,"(47.612912716, -122.314824223)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
4939,0.694319236,888914,2164813,17000472824,2017472824,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,12/25/2017 10:44,PIKE ST / 1 AV,M,M1,8100.3004,-122.34002,47.608818,"(47.608818, -122.34002)","PANHANDLING, AGGRESSIVE",DISTURBANCES,DISTURBANCES,
11045,0.696617,429221,790848,12000135082,2012135082,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/3/2012 2:50,66XX BLOCK OF ROOSEVELT WAY NE,U,U1,2600.3007,-122.3173782,47.67691887,"(47.676918865, -122.31737824)",,,,
24536,0.850067201,1400702,1129054,15000211672,2015211672,,,,,,45XX BLOCK OF 8 AV NE,U,U2,5200.5005,-122.3195608,47.66222203,"(47.662222032, -122.319560822)",AUTO RECOVERY,AUTO THEFTS,AUTO RECOVERIES,6/23/2015 9:58
17256,0.168787089,947408,1588512,15000369838,2015369838,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,10/22/2015 12:06,10XX BLOCK OF MERCER ST,D,D3,7300.3004,-122.3364793,47.62454525,"(47.624545246, -122.336479326)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,
11165,0.045379598,481053,847100,12000221262,2012221262,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,7/11/2012 7:25,16 AV W / W DRAVUS ST,Q,Q1,5802.2001,-122.3774991,47.64846611,"(47.648466107, -122.377499104)",,,,
43866,0.022255733,1459617,2084945,17000327145,2017327145,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,9/3/2017 13:48,3 AV / YESLER WY,K,K2,8100.2045,-122.33027,47.601715,"(47.601715, -122.33027)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,9/3/2017 10:39
38534,0.172968989,726706,1756260,16000202042,2016202042,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,6/7/2016 18:39,WOODLAND PARK AV N / N 35 ST,B,B3,5400.3016,-122.34403,47.649647,"(47.649647, -122.34403)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,6/7/2016 15:25
28291,0.05087255,631463,1266308,11000017372,201117372,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,1/15/2011 15:44,95XX BLOCK OF 32ND AVE NE,L,L2,2100.1002,-122.2932729,47.69793558,"(47.697935577, -122.293272929)",,,,
17147,0.20820198,1100530,2066067,17000294558,2017294558,246,"NOISE DISTURBANCE, RESIDENTIAL",NOISE DISTURBANCE,DISTURBANCES,8/10/2017 3:31,40XX BLOCK OF AURORA AV N,B,B3,5400.4007,-122.34733,47.656025,"(47.656025, -122.34733)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,8/10/2017 3:26
39409,0.966373772,718386,1743179,16000179265,2016179265,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/22/2016 13:31,6 AV / PINE ST,M,M2,8200.1002,-122.33537,47.612137,"(47.612137, -122.33537)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
29874,0.861199957,647341,1283642,13000013052,201313052,161,TRESPASS,TRESPASS,TRESPASS,1/12/2013 0:25,58XX BLOCK OF LAKE WASHINGTON BLVD S,R,R3,10200.1003,-122.258073,47.55061696,"(47.550616959, -122.258073018)",,,,
4595,0.552089072,314988,1686318,16000076964,201676964,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/3/2016 22:54,16 AV / E JEFFERSON ST,G,G2,8700.1022,-122.311554,47.60618,"(47.60618, -122.311554)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
34976,0.064713154,90640,108446,10000381944,2010381944,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,11/1/2010 19:25,1XX BLOCK OF S WASHINGTON ST,K,K3,9200.2013,-122.3335291,47.60088239,"(47.600882385, -122.333529122)",,,,
